timestamp,zone_temp_c,heating_setpoint_c,cooling_setpoint_c,supply_air_temp_c,supply_duct_static_pressure_pa,supply_airflow_m3_s
57720,24.9999,21.0,24.0,13.0,200.0,0.264163
57780,24.9998,21.0,24.0,13.0,200.0,0.251445
57840,24.9997,21.0,24.0,13.0,200.0,0.262225
57900,24.9996,21.0,24.0,13.0,200.0,0.261769
57960,24.9994,21.0,24.0,13.0,200.0,0.268105
58020,24.9992,21.0,24.0,13.0,200.0,0.261166
58080,24.9989,21.0,24.0,13.0,200.0,0.251591
58140,24.9986,21.0,24.0,13.0,200.0,0.256433
58200,24.9983,21.0,24.0,13.0,200.0,0.259985
58260,24.9979,21.0,24.0,13.0,200.0,0.261091
58320,24.9975,21.0,24.0,13.0,200.0,0.263529
58380,24.9971,21.0,24.0,13.0,200.0,0.251698
58440,24.9966,21.0,24.0,13.0,200.0,0.258143
58500,24.9961,21.0,24.0,13.0,200.0,0.263263
58560,24.9956,21.0,24.0,13.0,200.0,0.265474
58620,24.9951,21.0,24.0,13.0,200.0,0.266652
58680,24.9945,21.0,24.0,13.0,200.0,0.257551
58740,24.9938,21.0,24.0,13.0,200.0,0.263401
58800,24.9932,21.0,24.0,13.0,200.0,0.265751
58860,24.9924,21.0,24.0,13.0,200.0,0.263584
58920,24.9917,21.0,24.0,13.0,200.0,0.261569
58980,24.9909,21.0,24.0,13.0,200.0,0.261862
59040,24.9901,21.0,24.0,13.0,200.0,0.255263
59100,24.9893,21.0,24.0,13.0,200.0,0.252499
59160,24.9884,21.0,24.0,13.0,200.0,0.26208
59220,24.9875,21.0,24.0,13.0,200.0,0.256615
59280,24.9866,21.0,24.0,13.0,200.0,0.257741
59340,24.9856,21.0,24.0,13.0,200.0,0.255383
59400,24.9846,21.0,24.0,13.0,200.0,0.255964
59460,24.9836,21.0,24.0,13.0,200.0,0.2583
59520,24.9825,21.0,24.0,13.0,200.0,0.25311
59580,24.9814,21.0,24.0,13.0,200.0,0.257294
59640,24.9802,21.0,24.0,13.0,200.0,0.257821
59700,24.9791,21.0,24.0,13.0,200.0,0.256339
59760,24.9778,21.0,24.0,13.0,200.0,0.25348
59820,24.9766,21.0,24.0,13.0,200.0,0.259401
59880,24.9753,21.0,24.0,13.0,200.0,0.263541
59940,24.974,21.0,24.0,13.0,200.0,0.253435
60000,24.9727,21.0,24.0,13.0,200.0,0.260562
60060,24.9713,21.0,24.0,13.0,200.0,0.258961
60120,24.9699,21.0,24.0,13.0,200.0,0.244564
60180,24.9684,21.0,24.0,13.0,200.0,0.251901
60240,24.9669,21.0,24.0,13.0,200.0,0.252165
60300,24.9654,21.0,24.0,13.0,200.0,0.257593
60360,24.9639,21.0,24.0,13.0,200.0,0.254972
60420,24.9623,21.0,24.0,13.0,200.0,0.255863
60480,24.9607,21.0,24.0,13.0,200.0,0.256252
60540,24.959,21.0,24.0,13.0,200.0,0.249847
60600,24.9573,21.0,24.0,13.0,200.0,0.250187
60660,24.9556,21.0,24.0,13.0,200.0,0.248007
60720,24.9539,21.0,24.0,13.0,200.0,0.251937
60780,24.9521,21.0,24.0,13.0,200.0,0.251857
60840,24.9503,21.0,24.0,13.0,200.0,0.252727
60900,24.9484,21.0,24.0,13.0,200.0,0.248837
60960,24.9465,21.0,24.0,13.0,200.0,0.255071
61020,24.9446,21.0,24.0,13.0,200.0,0.254807
61080,24.9427,21.0,24.0,13.0,200.0,0.257013
61140,24.9407,21.0,24.0,13.0,200.0,0.253354
61200,24.2387,21.0,24.0,13.0,200.0,0.138929
61260,24.2366,21.0,24.0,13.0,200.0,0.140548
61320,24.2345,21.0,24.0,13.0,200.0,0.139965
61380,24.2324,21.0,24.0,13.0,200.0,0.13458
61440,24.2303,21.0,24.0,13.0,200.0,0.142001
61500,24.2281,21.0,24.0,13.0,200.0,0.143368
61560,24.2259,21.0,24.0,13.0,200.0,0.144048
61620,24.2236,21.0,24.0,13.0,200.0,0.135921
61680,24.2213,21.0,24.0,13.0,200.0,0.136713
61740,24.219,21.0,24.0,13.0,200.0,0.136711
61800,24.2167,21.0,24.0,13.0,200.0,0.13466
61860,24.2143,21.0,24.0,13.0,200.0,0.136767
61920,24.2119,21.0,24.0,13.0,200.0,0.13342
61980,24.2095,21.0,24.0,13.0,200.0,0.132738
62040,24.207,21.0,24.0,13.0,200.0,0.140153
62100,24.2045,21.0,24.0,13.0,200.0,0.133375
62160,24.2019,21.0,24.0,13.0,200.0,0.132577
62220,24.1994,21.0,24.0,13.0,200.0,0.135426
62280,24.1968,21.0,24.0,13.0,200.0,0.132082
62340,24.1941,21.0,24.0,13.0,200.0,0.132225
62400,24.1914,21.0,24.0,13.0,200.0,0.130377
62460,24.1887,21.0,24.0,13.0,200.0,0.125317
62520,24.186,21.0,24.0,13.0,200.0,0.129638
62580,24.1832,21.0,24.0,13.0,200.0,0.124771
62640,24.1804,21.0,24.0,13.0,200.0,0.129712
62700,24.1776,21.0,24.0,13.0,200.0,0.123693
62760,24.1748,21.0,24.0,13.0,200.0,0.131627
62820,24.1719,21.0,24.0,13.0,200.0,0.130494
62880,24.1689,21.0,24.0,13.0,200.0,0.128151
62940,24.166,21.0,24.0,13.0,200.0,0.126155
63000,24.163,21.0,24.0,13.0,200.0,0.127743
63060,24.16,21.0,24.0,13.0,200.0,0.117734
63120,24.1569,21.0,24.0,13.0,200.0,0.120718
63180,24.1538,21.0,24.0,13.0,200.0,0.124017
63240,24.1507,21.0,24.0,13.0,200.0,0.125494
63300,24.1476,21.0,24.0,13.0,200.0,0.123292
63360,24.1444,21.0,24.0,13.0,200.0,0.119083
63420,24.1412,21.0,24.0,13.0,200.0,0.123121
63480,24.1379,21.0,24.0,13.0,200.0,0.120254
63540,24.1347,21.0,24.0,13.0,200.0,0.117271
63600,24.1314,21.0,24.0,13.0,200.0,0.122335
63660,24.128,21.0,24.0,13.0,200.0,0.119643
63720,24.1247,21.0,24.0,13.0,200.0,0.12473
63780,24.1213,21.0,24.0,13.0,200.0,0.122063
63840,24.1178,21.0,24.0,13.0,200.0,0.121791
63900,24.1144,21.0,24.0,13.0,200.0,0.119586
63960,24.1109,21.0,24.0,13.0,200.0,0.11436
64020,24.1074,21.0,24.0,13.0,200.0,0.113435
64080,24.1038,21.0,24.0,13.0,200.0,0.110725
64140,24.1002,21.0,24.0,13.0,200.0,0.127553
64200,24.0966,21.0,24.0,13.0,200.0,0.111141
64260,24.093,21.0,24.0,13.0,200.0,0.114037
64320,24.0893,21.0,24.0,13.0,200.0,0.112847
64380,24.0856,21.0,24.0,13.0,200.0,0.112572
64440,24.0819,21.0,24.0,13.0,200.0,0.110763
64500,24.0781,21.0,24.0,13.0,200.0,0.105024
64560,24.0743,21.0,24.0,13.0,200.0,0.107898
64620,24.0705,21.0,24.0,13.0,200.0,0.105716
64680,24.0666,21.0,24.0,13.0,200.0,0.110155
64740,24.0628,21.0,24.0,13.0,200.0,0.107304
64800,24.0588,21.0,24.0,13.0,200.0,0.106667
64860,24.0549,21.0,24.0,13.0,200.0,0.109648
64920,24.0509,21.0,24.0,13.0,200.0,0.105818
64980,24.0469,21.0,24.0,13.0,200.0,0.111237
65040,24.0429,21.0,24.0,13.0,200.0,0.105319
65100,24.0388,21.0,24.0,13.0,200.0,0.107115
65160,24.0348,21.0,24.0,13.0,200.0,0.100259
65220,24.0306,21.0,24.0,13.0,200.0,0.107529
65280,24.0265,21.0,24.0,13.0,200.0,0.102617
65340,24.0223,21.0,24.0,13.0,200.0,0.105205
65400,24.0181,21.0,24.0,13.0,200.0,0.104217
65460,24.0139,21.0,24.0,13.0,200.0,0.101525
65520,24.0096,21.0,24.0,13.0,200.0,0.102407
65580,24.0053,21.0,24.0,13.0,200.0,0.099309
65640,24.001,21.0,24.0,13.0,200.0,0.105544
65700,23.9966,21.0,24.0,13.0,200.0,0.103737
65760,23.9923,21.0,24.0,13.0,200.0,0.10193
65820,23.9879,21.0,24.0,13.0,200.0,0.095279
65880,23.9834,21.0,24.0,13.0,200.0,0.095603
65940,23.979,21.0,24.0,13.0,200.0,0.097345
66000,23.9745,21.0,24.0,13.0,200.0,0.09902
66060,23.97,21.0,24.0,13.0,200.0,0.101792
66120,23.9654,21.0,24.0,13.0,200.0,0.096414
66180,23.9608,21.0,24.0,13.0,200.0,0.104708
66240,23.9562,21.0,24.0,13.0,200.0,0.100014
66300,23.9516,21.0,24.0,13.0,200.0,0.091949
66360,23.9469,21.0,24.0,13.0,200.0,0.098099
66420,23.9423,21.0,24.0,13.0,200.0,0.089659
66480,23.9375,21.0,24.0,13.0,200.0,0.096993
66540,23.9328,21.0,24.0,13.0,200.0,0.097803
66600,23.928,21.0,24.0,13.0,200.0,0.097558
66660,23.9232,21.0,24.0,13.0,200.0,0.098699
66720,23.9184,21.0,24.0,13.0,200.0,0.098424
66780,23.9136,21.0,24.0,13.0,200.0,0.097625
66840,23.9087,21.0,24.0,13.0,200.0,0.10601
66900,23.9038,21.0,24.0,13.0,200.0,0.10486
66960,23.8989,21.0,24.0,13.0,200.0,0.095433
67020,23.8939,21.0,24.0,13.0,200.0,0.105016
67080,23.8889,21.0,24.0,13.0,200.0,0.093515
67140,23.8839,21.0,24.0,13.0,200.0,0.096742
67200,23.8789,21.0,24.0,13.0,200.0,0.106101
67260,23.8738,21.0,24.0,13.0,200.0,0.091042
67320,23.8687,21.0,24.0,13.0,200.0,0.102299
67380,23.8636,21.0,24.0,13.0,200.0,0.094986
67440,23.8585,21.0,24.0,13.0,200.0,0.099424
67500,23.8533,21.0,24.0,13.0,200.0,0.099279
67560,23.8481,21.0,24.0,13.0,200.0,0.106789
67620,23.8429,21.0,24.0,13.0,200.0,0.096758
67680,23.8377,21.0,24.0,13.0,200.0,0.099724
67740,23.8324,21.0,24.0,13.0,200.0,0.102508
67800,23.8271,21.0,24.0,13.0,200.0,0.098993
67860,23.8218,21.0,24.0,13.0,200.0,0.096712
67920,23.8164,21.0,24.0,13.0,200.0,0.099763
67980,23.8111,21.0,24.0,13.0,200.0,0.100374
68040,23.8057,21.0,24.0,13.0,200.0,0.103536
68100,23.8003,21.0,24.0,13.0,200.0,0.096228
68160,23.7948,21.0,24.0,13.0,200.0,0.098203
68220,23.7893,21.0,24.0,13.0,200.0,0.101292
68280,23.7839,21.0,24.0,13.0,200.0,0.099331
68340,23.7783,21.0,24.0,13.0,200.0,0.099259
68400,23.7728,18.0,28.0,16.0,200.0,0.039932
68460,23.7672,18.0,28.0,16.0,200.0,0.037217
68520,23.7616,18.0,28.0,16.0,200.0,0.036801
68580,23.756,18.0,28.0,16.0,200.0,0.041763
68640,23.7504,18.0,28.0,16.0,200.0,0.03562
68700,23.7447,18.0,28.0,16.0,200.0,0.044662
68760,23.739,18.0,28.0,16.0,200.0,0.040869
68820,23.7333,18.0,28.0,16.0,200.0,0.034894
68880,23.7276,18.0,28.0,16.0,200.0,0.041132
68940,23.7218,18.0,28.0,16.0,200.0,0.040669
69000,23.7161,18.0,28.0,16.0,200.0,0.043049
69060,23.7103,18.0,28.0,16.0,200.0,0.044635
69120,23.7044,18.0,28.0,16.0,200.0,0.038534
69180,23.6986,18.0,28.0,16.0,200.0,0.037169
69240,23.6927,18.0,28.0,16.0,200.0,0.037576
69300,23.6868,18.0,28.0,16.0,200.0,0.036076
69360,23.6809,18.0,28.0,16.0,200.0,0.037014
69420,23.675,18.0,28.0,16.0,200.0,0.041138
69480,23.669,18.0,28.0,16.0,200.0,0.040061
69540,23.663,18.0,28.0,16.0,200.0,0.038035
69600,23.657,18.0,28.0,16.0,200.0,0.037047
69660,23.651,18.0,28.0,16.0,200.0,0.041392
69720,23.6449,18.0,28.0,16.0,200.0,0.037994
69780,23.6389,18.0,28.0,16.0,200.0,0.035839
69840,23.6328,18.0,28.0,16.0,200.0,0.039393
69900,23.6267,18.0,28.0,16.0,200.0,0.038942
69960,23.6205,18.0,28.0,16.0,200.0,0.03572
70020,23.6144,18.0,28.0,16.0,200.0,0.043309
70080,23.6082,18.0,28.0,16.0,200.0,0.043384
70140,23.602,18.0,28.0,16.0,200.0,0.040164
70200,23.5958,18.0,28.0,16.0,200.0,0.040524
70260,23.5895,18.0,28.0,16.0,200.0,0.042109
70320,23.5833,18.0,28.0,16.0,200.0,0.039876
70380,23.577,18.0,28.0,16.0,200.0,0.043565
70440,23.5707,18.0,28.0,16.0,200.0,0.046624
70500,23.5644,18.0,28.0,16.0,200.0,0.040322
70560,23.558,18.0,28.0,16.0,200.0,0.041761
70620,23.5516,18.0,28.0,16.0,200.0,0.043494
70680,23.5453,18.0,28.0,16.0,200.0,0.038648
70740,23.5389,18.0,28.0,16.0,200.0,0.035487
70800,23.5324,18.0,28.0,16.0,200.0,0.043624
70860,23.526,18.0,28.0,16.0,200.0,0.033725
70920,23.5195,18.0,28.0,16.0,200.0,0.047155
70980,23.513,18.0,28.0,16.0,200.0,0.043482
71040,23.5065,18.0,28.0,16.0,200.0,0.040751
71100,23.5,18.0,28.0,16.0,200.0,0.040204
71160,23.4935,18.0,28.0,16.0,200.0,0.047005
71220,23.4869,18.0,28.0,16.0,200.0,0.036215
71280,23.4804,18.0,28.0,16.0,200.0,0.035359
71340,23.4738,18.0,28.0,16.0,200.0,0.037607
71400,23.4671,18.0,28.0,16.0,200.0,0.038953
71460,23.4605,18.0,28.0,16.0,200.0,0.035974
71520,23.4539,18.0,28.0,16.0,200.0,0.040615
71580,23.4472,18.0,28.0,16.0,200.0,0.040544
71640,23.4405,18.0,28.0,16.0,200.0,0.036745
71700,23.4338,18.0,28.0,16.0,200.0,0.046412
71760,23.4271,18.0,28.0,16.0,200.0,0.034432
71820,23.4203,18.0,28.0,16.0,200.0,0.034893
71880,23.4136,18.0,28.0,16.0,200.0,0.041504
71940,23.4068,18.0,28.0,16.0,200.0,0.03917
72000,23.4,18.0,28.0,16.0,200.0,0.041671
72060,23.3932,18.0,28.0,16.0,200.0,0.037524
72120,23.3864,18.0,28.0,16.0,200.0,0.035867
72180,23.3795,18.0,28.0,16.0,200.0,0.037418
72240,23.3727,18.0,28.0,16.0,200.0,0.037266
72300,23.3658,18.0,28.0,16.0,200.0,0.0421
72360,23.3589,18.0,28.0,16.0,200.0,0.03808
72420,23.352,18.0,28.0,16.0,200.0,0.043046
72480,23.345,18.0,28.0,16.0,200.0,0.042352
72540,23.3381,18.0,28.0,16.0,200.0,0.044162
72600,23.3311,18.0,28.0,16.0,200.0,0.043603
72660,23.3242,18.0,28.0,16.0,200.0,0.043137
72720,23.3172,18.0,28.0,16.0,200.0,0.043079
72780,23.3102,18.0,28.0,16.0,200.0,0.037933
72840,23.3032,18.0,28.0,16.0,200.0,0.038952
72900,23.2961,18.0,28.0,16.0,200.0,0.032679
72960,23.2891,18.0,28.0,16.0,200.0,0.041167
73020,23.282,18.0,28.0,16.0,200.0,0.037305
73080,23.2749,18.0,28.0,16.0,200.0,0.041606
73140,23.2678,18.0,28.0,16.0,200.0,0.04211
73200,23.2607,18.0,28.0,16.0,200.0,0.034592
73260,23.2536,18.0,28.0,16.0,200.0,0.035945
73320,23.2464,18.0,28.0,16.0,200.0,0.038603
73380,23.2393,18.0,28.0,16.0,200.0,0.03793
73440,23.2321,18.0,28.0,16.0,200.0,0.040668
73500,23.2249,18.0,28.0,16.0,200.0,0.035378
73560,23.2177,18.0,28.0,16.0,200.0,0.040189
73620,23.2105,18.0,28.0,16.0,200.0,0.033246
73680,23.2033,18.0,28.0,16.0,200.0,0.03138
73740,23.1961,18.0,28.0,16.0,200.0,0.042867
73800,23.1888,18.0,28.0,16.0,200.0,0.034779
73860,23.1816,18.0,28.0,16.0,200.0,0.03776
73920,23.1743,18.0,28.0,16.0,200.0,0.034331
73980,23.167,18.0,28.0,16.0,200.0,0.034365
74040,23.1597,18.0,28.0,16.0,200.0,0.038405
74100,23.1524,18.0,28.0,16.0,200.0,0.038359
74160,23.1451,18.0,28.0,16.0,200.0,0.04393
74220,23.1377,18.0,28.0,16.0,200.0,0.041798
74280,23.1304,18.0,28.0,16.0,200.0,0.038956
74340,23.123,18.0,28.0,16.0,200.0,0.043031
74400,23.1156,18.0,28.0,16.0,200.0,0.044466
74460,23.1083,18.0,28.0,16.0,200.0,0.041645
74520,23.1009,18.0,28.0,16.0,200.0,0.038375
74580,23.0934,18.0,28.0,16.0,200.0,0.044074
74640,23.086,18.0,28.0,16.0,200.0,0.047074
74700,23.0786,18.0,28.0,16.0,200.0,0.042642
74760,23.0711,18.0,28.0,16.0,200.0,0.047083
74820,23.0637,18.0,28.0,16.0,200.0,0.043706
74880,23.0562,18.0,28.0,16.0,200.0,0.043395
74940,23.0488,18.0,28.0,16.0,200.0,0.035639
75000,23.0413,18.0,28.0,16.0,200.0,0.035546
75060,23.0338,18.0,28.0,16.0,200.0,0.039802
75120,23.0263,18.0,28.0,16.0,200.0,0.033322
75180,23.0188,18.0,28.0,16.0,200.0,0.037628
75240,23.0112,18.0,28.0,16.0,200.0,0.043469
75300,23.0037,18.0,28.0,16.0,200.0,0.037339
75360,22.9961,18.0,28.0,16.0,200.0,0.042133
75420,22.9886,18.0,28.0,16.0,200.0,0.034595
75480,22.981,18.0,28.0,16.0,200.0,0.038025
75540,22.9735,18.0,28.0,16.0,200.0,0.044094
75600,22.9659,18.0,28.0,16.0,200.0,0.040834
75660,22.9583,18.0,28.0,16.0,200.0,0.041161
75720,22.9507,18.0,28.0,16.0,200.0,0.046819
75780,22.9431,18.0,28.0,16.0,200.0,0.045187
75840,22.9355,18.0,28.0,16.0,200.0,0.036493
75900,22.9278,18.0,28.0,16.0,200.0,0.045272
75960,22.9202,18.0,28.0,16.0,200.0,0.037539
76020,22.9126,18.0,28.0,16.0,200.0,0.03993
76080,22.9049,18.0,28.0,16.0,200.0,0.040061
76140,22.8973,18.0,28.0,16.0,200.0,0.044292
76200,22.8896,18.0,28.0,16.0,200.0,0.035483
76260,22.8819,18.0,28.0,16.0,200.0,0.041807
76320,22.8742,18.0,28.0,16.0,200.0,0.042096
76380,22.8666,18.0,28.0,16.0,200.0,0.043246
76440,22.8589,18.0,28.0,16.0,200.0,0.039158
76500,22.8512,18.0,28.0,16.0,200.0,0.044014
76560,22.8435,18.0,28.0,16.0,200.0,0.037154
76620,22.8357,18.0,28.0,16.0,200.0,0.044588
76680,22.828,18.0,28.0,16.0,200.0,0.041409
76740,22.8203,18.0,28.0,16.0,200.0,0.0344
76800,22.8126,18.0,28.0,16.0,200.0,0.041632
76860,22.8048,18.0,28.0,16.0,200.0,0.040717
76920,22.7971,18.0,28.0,16.0,200.0,0.038577
76980,22.7893,18.0,28.0,16.0,200.0,0.037055
77040,22.7816,18.0,28.0,16.0,200.0,0.039039
77100,22.7738,18.0,28.0,16.0,200.0,0.034231
77160,22.7661,18.0,28.0,16.0,200.0,0.046763
77220,22.7583,18.0,28.0,16.0,200.0,0.035487
77280,22.7505,18.0,28.0,16.0,200.0,0.037355
77340,22.7427,18.0,28.0,16.0,200.0,0.04458
77400,22.7349,18.0,28.0,16.0,200.0,0.04234
77460,22.7272,18.0,28.0,16.0,200.0,0.042881
77520,22.7194,18.0,28.0,16.0,200.0,0.046067
77580,22.7116,18.0,28.0,16.0,200.0,0.038751
77640,22.7038,18.0,28.0,16.0,200.0,0.035814
77700,22.696,18.0,28.0,16.0,200.0,0.043377
77760,22.6882,18.0,28.0,16.0,200.0,0.043185
77820,22.6803,18.0,28.0,16.0,200.0,0.038692
77880,22.6725,18.0,28.0,16.0,200.0,0.034938
77940,22.6647,18.0,28.0,16.0,200.0,0.044957
78000,22.6569,18.0,28.0,16.0,200.0,0.042303
78060,22.6491,18.0,28.0,16.0,200.0,0.034506
78120,22.6412,18.0,28.0,16.0,200.0,0.04312
78180,22.6334,18.0,28.0,16.0,200.0,0.034236
78240,22.6256,18.0,28.0,16.0,200.0,0.038069
78300,22.6177,18.0,28.0,16.0,200.0,0.035507
78360,22.6099,18.0,28.0,16.0,200.0,0.037449
78420,22.602,18.0,28.0,16.0,200.0,0.036667
78480,22.5942,18.0,28.0,16.0,200.0,0.037547
78540,22.5864,18.0,28.0,16.0,200.0,0.042897
78600,22.5785,18.0,28.0,16.0,200.0,0.041178
78660,22.5707,18.0,28.0,16.0,200.0,0.042515
78720,22.5628,18.0,28.0,16.0,200.0,0.044369
78780,22.555,18.0,28.0,16.0,200.0,0.038509
78840,22.5471,18.0,28.0,16.0,200.0,0.04032
78900,22.5393,18.0,28.0,16.0,200.0,0.042153
78960,22.5314,18.0,28.0,16.0,200.0,0.046827
79020,22.5236,18.0,28.0,16.0,200.0,0.043596
79080,22.5157,18.0,28.0,16.0,200.0,0.045526
79140,22.5079,18.0,28.0,16.0,200.0,0.044076
79200,22.5,18.0,28.0,16.0,200.0,0.044229
79260,22.4921,18.0,28.0,16.0,200.0,0.032861
79320,22.4843,18.0,28.0,16.0,200.0,0.043523
79380,22.4764,18.0,28.0,16.0,200.0,0.040852
79440,22.4686,18.0,28.0,16.0,200.0,0.040217
79500,22.4607,18.0,28.0,16.0,200.0,0.037891
79560,22.4529,18.0,28.0,16.0,200.0,0.038299
79620,22.445,18.0,28.0,16.0,200.0,0.041665
79680,22.4372,18.0,28.0,16.0,200.0,0.04336
79740,22.4293,18.0,28.0,16.0,200.0,0.034009
79800,22.4215,18.0,28.0,16.0,200.0,0.040872
79860,22.4136,18.0,28.0,16.0,200.0,0.037757
79920,22.4058,18.0,28.0,16.0,200.0,0.036197
79980,22.398,18.0,28.0,16.0,200.0,0.04157
80040,22.3901,18.0,28.0,16.0,200.0,0.038685
80100,22.3823,18.0,28.0,16.0,200.0,0.037364
80160,22.3744,18.0,28.0,16.0,200.0,0.036923
80220,22.3666,18.0,28.0,16.0,200.0,0.041125
80280,22.3588,18.0,28.0,16.0,200.0,0.03996
80340,22.3509,18.0,28.0,16.0,200.0,0.035633
80400,22.3431,18.0,28.0,16.0,200.0,0.036636
80460,22.3353,18.0,28.0,16.0,200.0,0.03927
80520,22.3275,18.0,28.0,16.0,200.0,0.041621
80580,22.3197,18.0,28.0,16.0,200.0,0.035801
80640,22.3118,18.0,28.0,16.0,200.0,0.041952
80700,22.304,18.0,28.0,16.0,200.0,0.036704
80760,22.2962,18.0,28.0,16.0,200.0,0.050911
80820,22.2884,18.0,28.0,16.0,200.0,0.036236
80880,22.2806,18.0,28.0,16.0,200.0,0.036839
80940,22.2728,18.0,28.0,16.0,200.0,0.040776
81000,22.2651,18.0,28.0,16.0,200.0,0.03639
81060,22.2573,18.0,28.0,16.0,200.0,0.043311
81120,22.2495,18.0,28.0,16.0,200.0,0.047206
81180,22.2417,18.0,28.0,16.0,200.0,0.03845
81240,22.2339,18.0,28.0,16.0,200.0,0.040691
81300,22.2262,18.0,28.0,16.0,200.0,0.037929
81360,22.2184,18.0,28.0,16.0,200.0,0.04
81420,22.2107,18.0,28.0,16.0,200.0,0.045727
81480,22.2029,18.0,28.0,16.0,200.0,0.043577
81540,22.1952,18.0,28.0,16.0,200.0,0.036383
81600,22.1874,18.0,28.0,16.0,200.0,0.046184
81660,22.1797,18.0,28.0,16.0,200.0,0.044648
81720,22.172,18.0,28.0,16.0,200.0,0.041945
81780,22.1643,18.0,28.0,16.0,200.0,0.037363
81840,22.1565,18.0,28.0,16.0,200.0,0.040263
81900,22.1488,18.0,28.0,16.0,200.0,0.036818
81960,22.1411,18.0,28.0,16.0,200.0,0.04187
82020,22.1334,18.0,28.0,16.0,200.0,0.038734
82080,22.1258,18.0,28.0,16.0,200.0,0.03106
82140,22.1181,18.0,28.0,16.0,200.0,0.043705
82200,22.1104,18.0,28.0,16.0,200.0,0.040766
82260,22.1027,18.0,28.0,16.0,200.0,0.044314
82320,22.0951,18.0,28.0,16.0,200.0,0.039455
82380,22.0874,18.0,28.0,16.0,200.0,0.040754
82440,22.0798,18.0,28.0,16.0,200.0,0.044461
82500,22.0722,18.0,28.0,16.0,200.0,0.041551
82560,22.0645,18.0,28.0,16.0,200.0,0.041152
82620,22.0569,18.0,28.0,16.0,200.0,0.052858
82680,22.0493,18.0,28.0,16.0,200.0,0.039324
82740,22.0417,18.0,28.0,16.0,200.0,0.040677
82800,22.0341,18.0,28.0,16.0,200.0,0.046936
82860,22.0265,18.0,28.0,16.0,200.0,0.03678
82920,22.019,18.0,28.0,16.0,200.0,0.035836
82980,22.0114,18.0,28.0,16.0,200.0,0.034272
83040,22.0039,18.0,28.0,16.0,200.0,0.042135
83100,21.9963,18.0,28.0,16.0,200.0,0.042503
83160,21.9888,18.0,28.0,16.0,200.0,0.042966
83220,21.9812,18.0,28.0,16.0,200.0,0.034586
83280,21.9737,18.0,28.0,16.0,200.0,0.044023
83340,21.9662,18.0,28.0,16.0,200.0,0.044789
83400,21.9587,18.0,28.0,16.0,200.0,0.039611
83460,21.9512,18.0,28.0,16.0,200.0,0.04013
83520,21.9438,18.0,28.0,16.0,200.0,0.042702
83580,21.9363,18.0,28.0,16.0,200.0,0.041469
83640,21.9289,18.0,28.0,16.0,200.0,0.042568
83700,21.9214,18.0,28.0,16.0,200.0,0.035656
83760,21.914,18.0,28.0,16.0,200.0,0.039302
83820,21.9066,18.0,28.0,16.0,200.0,0.03515
83880,21.8991,18.0,28.0,16.0,200.0,0.042525
83940,21.8917,18.0,28.0,16.0,200.0,0.042121
84000,21.8844,18.0,28.0,16.0,200.0,0.039605
84060,21.877,18.0,28.0,16.0,200.0,0.041187
84120,21.8696,18.0,28.0,16.0,200.0,0.033774
84180,21.8623,18.0,28.0,16.0,200.0,0.043432
84240,21.8549,18.0,28.0,16.0,200.0,0.038131
84300,21.8476,18.0,28.0,16.0,200.0,0.040516
84360,21.8403,18.0,28.0,16.0,200.0,0.044461
84420,21.833,18.0,28.0,16.0,200.0,0.036974
84480,21.8257,18.0,28.0,16.0,200.0,0.044789
84540,21.8184,18.0,28.0,16.0,200.0,0.040496
84600,21.8112,18.0,28.0,16.0,200.0,0.040113
84660,21.8039,18.0,28.0,16.0,200.0,0.042224
84720,21.7967,18.0,28.0,16.0,200.0,0.035012
84780,21.7895,18.0,28.0,16.0,200.0,0.042376
84840,21.7823,18.0,28.0,16.0,200.0,0.040246
84900,21.7751,18.0,28.0,16.0,200.0,0.044145
84960,21.7679,18.0,28.0,16.0,200.0,0.039133
85020,21.7607,18.0,28.0,16.0,200.0,0.038547
85080,21.7536,18.0,28.0,16.0,200.0,0.041479
85140,21.7464,18.0,28.0,16.0,200.0,0.039763
85200,21.7393,18.0,28.0,16.0,200.0,0.035304
85260,21.7322,18.0,28.0,16.0,200.0,0.039224
85320,21.7251,18.0,28.0,16.0,200.0,0.045071
85380,21.718,18.0,28.0,16.0,200.0,0.039628
85440,21.7109,18.0,28.0,16.0,200.0,0.036518
85500,21.7039,18.0,28.0,16.0,200.0,0.042864
85560,21.6968,18.0,28.0,16.0,200.0,0.032586
85620,21.6898,18.0,28.0,16.0,200.0,0.031519
85680,21.6828,18.0,28.0,16.0,200.0,0.039983
85740,21.6758,18.0,28.0,16.0,200.0,0.040724
85800,21.6689,18.0,28.0,16.0,200.0,0.040882
85860,21.6619,18.0,28.0,16.0,200.0,0.036429
85920,21.655,18.0,28.0,16.0,200.0,0.039398
85980,21.648,18.0,28.0,16.0,200.0,0.034405
86040,21.6411,18.0,28.0,16.0,200.0,0.040878
86100,21.6342,18.0,28.0,16.0,200.0,0.033539
86160,21.6273,18.0,28.0,16.0,200.0,0.039403
86220,21.6205,18.0,28.0,16.0,200.0,0.041046
86280,21.6136,18.0,28.0,16.0,200.0,0.032973
86340,21.6068,18.0,28.0,16.0,200.0,0.03791
86400,21.6,18.0,28.0,16.0,200.0,0.043153
