timestamp,outdoor_temp_c,people_heat_gain_w,lighting_heat_gain_w,equipment_heat_gain_w,discharge_air_temp_c,supply_airflow_m3_s,zone_temp_c
49620,31.7485,900.0,900.0,1200.0,13.0,0.321627,23.6892
49680,31.7553,900.0,900.0,1200.0,13.0,0.321718,23.6306
49740,31.762,900.0,900.0,1200.0,13.0,0.321809,23.65
49800,31.7686,900.0,900.0,1200.0,13.0,0.321898,23.706
49860,31.7751,900.0,900.0,1200.0,13.0,0.321987,23.661
49920,31.7815,900.0,900.0,1200.0,13.0,0.322075,23.652
49980,31.7879,900.0,900.0,1200.0,13.0,0.322163,23.68
50040,31.7941,900.0,900.0,1200.0,13.0,0.322249,23.6808
50100,31.8002,900.0,900.0,1200.0,13.0,0.322335,23.6565
50160,31.8063,900.0,900.0,1200.0,13.0,0.32242,23.6777
50220,31.8123,900.0,900.0,1200.0,13.0,0.322504,23.6739
50280,31.8182,900.0,900.0,1200.0,13.0,0.322587,23.6112
50340,31.8239,900.0,900.0,1200.0,13.0,0.322669,23.7047
50400,31.8296,900.0,900.0,1200.0,13.0,0.322751,23.6659
50460,31.8352,900.0,900.0,1200.0,13.0,0.322831,23.7301
50520,31.8407,900.0,900.0,1200.0,13.0,0.322911,23.6571
50580,31.8462,900.0,900.0,1200.0,13.0,0.322991,23.6449
50640,31.8515,900.0,900.0,1200.0,13.0,0.323069,23.7285
50700,31.8567,900.0,900.0,1200.0,13.0,0.323146,23.646
50760,31.8618,900.0,900.0,1200.0,13.0,0.323223,23.6751
50820,31.8669,900.0,900.0,1200.0,13.0,0.323299,23.7127
50880,31.8719,900.0,900.0,1200.0,13.0,0.323374,23.6855
50940,31.8767,900.0,900.0,1200.0,13.0,0.323448,23.6463
51000,31.8815,900.0,900.0,1200.0,13.0,0.323522,23.7023
51060,31.8862,900.0,900.0,1200.0,13.0,0.323594,23.6914
51120,31.8907,900.0,900.0,1200.0,13.0,0.323666,23.7363
51180,31.8952,900.0,900.0,1200.0,13.0,0.323737,23.7161
51240,31.8996,900.0,900.0,1200.0,13.0,0.323807,23.79
51300,31.9039,900.0,900.0,1200.0,13.0,0.323877,23.6502
51360,31.9081,900.0,900.0,1200.0,13.0,0.323945,23.6995
51420,31.9123,900.0,900.0,1200.0,13.0,0.324013,23.6687
51480,31.9163,900.0,900.0,1200.0,13.0,0.32408,23.7359
51540,31.9202,900.0,900.0,1200.0,13.0,0.324146,23.7264
51600,31.924,900.0,900.0,1200.0,13.0,0.324211,23.7249
51660,31.9278,900.0,900.0,1200.0,13.0,0.324276,23.6795
51720,31.9314,900.0,900.0,1200.0,13.0,0.32434,23.681
51780,31.935,900.0,900.0,1200.0,13.0,0.324402,23.643
51840,31.9384,900.0,900.0,1200.0,13.0,0.324465,23.7557
51900,31.9418,900.0,900.0,1200.0,13.0,0.324526,23.7201
51960,31.9451,900.0,900.0,1200.0,13.0,0.324586,23.6976
52020,31.9483,900.0,900.0,1200.0,13.0,0.324646,23.7339
52080,31.9513,900.0,900.0,1200.0,13.0,0.324705,23.7289
52140,31.9543,900.0,900.0,1200.0,13.0,0.324763,23.7361
52200,31.9572,900.0,900.0,1200.0,13.0,0.32482,23.6586
52260,31.96,900.0,900.0,1200.0,13.0,0.324876,23.6864
52320,31.9627,900.0,900.0,1200.0,13.0,0.324932,23.7141
52380,31.9653,900.0,900.0,1200.0,13.0,0.324987,23.7193
52440,31.9679,900.0,900.0,1200.0,13.0,0.325041,23.7378
52500,31.9703,900.0,900.0,1200.0,13.0,0.325094,23.6793
52560,31.9726,900.0,900.0,1200.0,13.0,0.325146,23.7138
52620,31.9748,900.0,900.0,1200.0,13.0,0.325198,23.7766
52680,31.977,900.0,900.0,1200.0,13.0,0.325248,23.7316
52740,31.979,900.0,900.0,1200.0,13.0,0.325298,23.7373
52800,31.981,900.0,900.0,1200.0,13.0,0.325347,23.7111
52860,31.9828,900.0,900.0,1200.0,13.0,0.325396,23.7351
52920,31.9846,900.0,900.0,1200.0,13.0,0.325443,23.7665
52980,31.9863,900.0,900.0,1200.0,13.0,0.32549,23.716
53040,31.9878,900.0,900.0,1200.0,13.0,0.325536,23.7499
53100,31.9893,900.0,900.0,1200.0,13.0,0.325581,23.6873
53160,31.9907,900.0,900.0,1200.0,13.0,0.325625,23.7316
53220,31.992,900.0,900.0,1200.0,13.0,0.325668,23.7414
53280,31.9931,900.0,900.0,1200.0,13.0,0.325711,23.692
53340,31.9942,900.0,900.0,1200.0,13.0,0.325753,23.7479
53400,31.9952,900.0,900.0,1200.0,13.0,0.325794,23.695
53460,31.9961,900.0,900.0,1200.0,13.0,0.325834,23.6915
53520,31.997,900.0,900.0,1200.0,13.0,0.325873,23.7159
53580,31.9977,900.0,900.0,1200.0,13.0,0.325912,23.7742
53640,31.9983,900.0,900.0,1200.0,13.0,0.325949,23.7258
53700,31.9988,900.0,900.0,1200.0,13.0,0.325986,23.7449
53760,31.9992,900.0,900.0,1200.0,13.0,0.326022,23.6952
53820,31.9996,900.0,900.0,1200.0,13.0,0.326058,23.7198
53880,31.9998,900.0,900.0,1200.0,13.0,0.326092,23.6824
53940,32.0,900.0,900.0,1200.0,13.0,0.326126,23.7009
54000,32.0,900.0,900.0,1200.0,13.0,0.326158,23.7433
54060,32.0,900.0,900.0,1200.0,13.0,0.32619,23.7174
54120,31.9998,900.0,900.0,1200.0,13.0,0.326222,23.7623
54180,31.9996,900.0,900.0,1200.0,13.0,0.326252,23.7129
54240,31.9992,900.0,900.0,1200.0,13.0,0.326281,23.7133
54300,31.9988,900.0,900.0,1200.0,13.0,0.32631,23.7578
54360,31.9983,900.0,900.0,1200.0,13.0,0.326338,23.7003
54420,31.9977,900.0,900.0,1200.0,13.0,0.326365,23.6743
54480,31.997,900.0,900.0,1200.0,13.0,0.326392,23.7592
54540,31.9961,900.0,900.0,1200.0,13.0,0.326417,23.7328
54600,31.9952,900.0,900.0,1200.0,13.0,0.326442,23.6556
54660,31.9942,900.0,900.0,1200.0,13.0,0.326465,23.7221
54720,31.9931,900.0,900.0,1200.0,13.0,0.326489,23.7088
54780,31.992,900.0,900.0,1200.0,13.0,0.326511,23.7734
54840,31.9907,900.0,900.0,1200.0,13.0,0.326532,23.6994
54900,31.9893,900.0,900.0,1200.0,13.0,0.326553,23.704
54960,31.9878,900.0,900.0,1200.0,13.0,0.326572,23.6943
55020,31.9863,900.0,900.0,1200.0,13.0,0.326591,23.6901
55080,31.9846,900.0,900.0,1200.0,13.0,0.32661,23.7009
55140,31.9828,900.0,900.0,1200.0,13.0,0.326627,23.679
55200,31.981,900.0,900.0,1200.0,13.0,0.326643,23.6912
55260,31.979,900.0,900.0,1200.0,13.0,0.326659,23.6741
55320,31.977,900.0,900.0,1200.0,13.0,0.326674,23.6775
55380,31.9748,900.0,900.0,1200.0,13.0,0.326688,23.6757
55440,31.9726,900.0,900.0,1200.0,13.0,0.326701,23.707
55500,31.9703,900.0,900.0,1200.0,13.0,0.326714,23.7022
55560,31.9679,900.0,900.0,1200.0,13.0,0.326725,23.686
55620,31.9653,900.0,900.0,1200.0,13.0,0.326736,23.7372
55680,31.9627,900.0,900.0,1200.0,13.0,0.326746,23.7215
55740,31.96,900.0,900.0,1200.0,13.0,0.326755,23.7101
55800,31.9572,900.0,900.0,1200.0,13.0,0.326763,23.7092
55860,31.9543,900.0,900.0,1200.0,13.0,0.326771,23.7709
55920,31.9513,900.0,900.0,1200.0,13.0,0.326778,23.7304
55980,31.9483,900.0,900.0,1200.0,13.0,0.326784,23.7375
56040,31.9451,900.0,900.0,1200.0,13.0,0.326789,23.6457
56100,31.9418,900.0,900.0,1200.0,13.0,0.326793,23.7037
56160,31.9384,900.0,900.0,1200.0,13.0,0.326796,23.6582
56220,31.935,900.0,900.0,1200.0,13.0,0.326799,23.7106
56280,31.9314,900.0,900.0,1200.0,13.0,0.326801,23.7345
56340,31.9278,900.0,900.0,1200.0,13.0,0.326802,23.7031
56400,31.924,900.0,900.0,1200.0,13.0,0.326802,23.7389
56460,31.9202,900.0,900.0,1200.0,13.0,0.326802,23.6927
56520,31.9163,900.0,900.0,1200.0,13.0,0.3268,23.7406
56580,31.9123,900.0,900.0,1200.0,13.0,0.326798,23.6767
56640,31.9081,900.0,900.0,1200.0,13.0,0.326795,23.7154
56700,31.9039,900.0,900.0,1200.0,13.0,0.326791,23.7358
56760,31.8996,900.0,900.0,1200.0,13.0,0.326786,23.7393
56820,31.8952,900.0,900.0,1200.0,13.0,0.326781,23.7193
56880,31.8907,900.0,900.0,1200.0,13.0,0.326774,23.7813
56940,31.8862,900.0,900.0,1200.0,13.0,0.326767,23.7106
57000,31.8815,900.0,900.0,1200.0,13.0,0.326759,23.7094
57060,31.8767,900.0,900.0,1200.0,13.0,0.326751,23.6401
57120,31.8719,900.0,900.0,1200.0,13.0,0.326741,23.7758
57180,31.8669,900.0,900.0,1200.0,13.0,0.326731,23.7116
57240,31.8618,900.0,900.0,1200.0,13.0,0.32672,23.6873
57300,31.8567,900.0,900.0,1200.0,13.0,0.326708,23.7621
57360,31.8515,900.0,900.0,1200.0,13.0,0.326695,23.7594
57420,31.8462,900.0,900.0,1200.0,13.0,0.326681,23.7255
57480,31.8407,900.0,900.0,1200.0,13.0,0.326667,23.6791
57540,31.8352,900.0,900.0,1200.0,13.0,0.326652,23.7345
57600,31.8296,900.0,900.0,1200.0,13.0,0.326636,23.7032
57660,31.8239,900.0,900.0,1200.0,13.0,0.326619,23.6866
57720,31.8182,900.0,900.0,1200.0,13.0,0.326601,23.7528
57780,31.8123,900.0,900.0,1200.0,13.0,0.326583,23.6574
57840,31.8063,900.0,900.0,1200.0,13.0,0.326564,23.7382
57900,31.8002,900.0,900.0,1200.0,13.0,0.326544,23.7348
57960,31.7941,900.0,900.0,1200.0,13.0,0.326523,23.7824
58020,31.7879,900.0,900.0,1200.0,13.0,0.326501,23.7304
58080,31.7815,900.0,900.0,1200.0,13.0,0.326479,23.6587
58140,31.7751,900.0,900.0,1200.0,13.0,0.326455,23.6952
58200,31.7686,900.0,900.0,1200.0,13.0,0.326431,23.722
58260,31.762,900.0,900.0,1200.0,13.0,0.326406,23.7305
58320,31.7553,900.0,900.0,1200.0,13.0,0.326381,23.749
58380,31.7485,900.0,900.0,1200.0,13.0,0.326354,23.6606
58440,31.7416,900.0,900.0,1200.0,13.0,0.326327,23.7093
58500,31.7347,900.0,900.0,1200.0,13.0,0.326299,23.748
58560,31.7276,900.0,900.0,1200.0,13.0,0.32627,23.765
58620,31.7204,900.0,900.0,1200.0,13.0,0.326241,23.7742
58680,31.7132,900.0,900.0,1200.0,13.0,0.32621,23.7065
58740,31.7059,900.0,900.0,1200.0,13.0,0.326179,23.7508
58800,31.6985,900.0,900.0,1200.0,13.0,0.326147,23.769
58860,31.691,900.0,900.0,1200.0,13.0,0.326114,23.7533
58920,31.6834,900.0,900.0,1200.0,13.0,0.32608,23.7388
58980,31.6757,900.0,900.0,1200.0,13.0,0.326046,23.7416
59040,31.6679,900.0,900.0,1200.0,13.0,0.326011,23.6928
59100,31.66,900.0,900.0,1200.0,13.0,0.325975,23.6727
59160,31.6521,900.0,900.0,1200.0,13.0,0.325938,23.7453
59220,31.644,900.0,900.0,1200.0,13.0,0.3259,23.7051
59280,31.6359,900.0,900.0,1200.0,13.0,0.325862,23.7143
59340,31.6277,900.0,900.0,1200.0,13.0,0.325823,23.6975
59400,31.6194,900.0,900.0,1200.0,13.0,0.325783,23.7027
59460,31.611,900.0,900.0,1200.0,13.0,0.325742,23.7212
59520,31.6025,900.0,900.0,1200.0,13.0,0.3257,23.6832
59580,31.594,900.0,900.0,1200.0,13.0,0.325658,23.7155
59640,31.5853,900.0,900.0,1200.0,13.0,0.325615,23.7205
59700,31.5766,900.0,900.0,1200.0,13.0,0.325571,23.7104
59760,31.5677,900.0,900.0,1200.0,13.0,0.325526,23.69
59820,31.5588,900.0,900.0,1200.0,13.0,0.325481,23.7356
59880,31.5498,900.0,900.0,1200.0,13.0,0.325435,23.7677
59940,31.5407,900.0,900.0,1200.0,13.0,0.325387,23.6931
60000,31.5315,900.0,900.0,1200.0,13.0,0.32534,23.7478
60060,31.5223,900.0,900.0,1200.0,13.0,0.325291,23.737
60120,31.5129,900.0,900.0,1200.0,13.0,0.325242,23.6303
60180,31.5035,900.0,900.0,1200.0,13.0,0.325191,23.6867
60240,31.494,900.0,900.0,1200.0,13.0,0.325141,23.69
60300,31.4844,900.0,900.0,1200.0,13.0,0.325089,23.7321
60360,31.4747,900.0,900.0,1200.0,13.0,0.325036,23.7138
60420,31.4649,900.0,900.0,1200.0,13.0,0.324983,23.722
60480,31.455,900.0,900.0,1200.0,13.0,0.324929,23.7264
60540,31.4451,900.0,900.0,1200.0,13.0,0.324874,23.6799
60600,31.4351,900.0,900.0,1200.0,13.0,0.324819,23.684
60660,31.4249,900.0,900.0,1200.0,13.0,0.324762,23.6692
60720,31.4147,900.0,900.0,1200.0,13.0,0.324705,23.7003
60780,31.4045,900.0,900.0,1200.0,13.0,0.324647,23.7013
60840,31.3941,900.0,900.0,1200.0,13.0,0.324589,23.7095
60900,31.3836,900.0,900.0,1200.0,13.0,0.324529,23.6821
60960,31.3731,900.0,900.0,1200.0,13.0,0.324469,23.7306
61020,31.3625,900.0,900.0,1200.0,13.0,0.324408,23.7304
61080,31.3518,900.0,900.0,1200.0,13.0,0.324346,23.7488
61140,31.341,900.0,900.0,1200.0,13.0,0.324284,23.7232
61200,31.3301,900.0,900.0,1200.0,13.0,0.324221,23.7069
61260,31.3192,900.0,900.0,1200.0,13.0,0.324157,23.7209
61320,31.3081,900.0,900.0,1200.0,13.0,0.324092,23.7185
61380,31.297,900.0,900.0,1200.0,13.0,0.324026,23.6801
61440,31.2858,900.0,900.0,1200.0,13.0,0.32396,23.7378
61500,31.2746,900.0,900.0,1200.0,13.0,0.323893,23.7501
61560,31.2632,900.0,900.0,1200.0,13.0,0.323825,23.7573
61620,31.2518,900.0,900.0,1200.0,13.0,0.323757,23.6985
61680,31.2402,900.0,900.0,1200.0,13.0,0.323687,23.7065
61740,31.2286,900.0,900.0,1200.0,13.0,0.323617,23.7087
61800,31.217,900.0,900.0,1200.0,13.0,0.323547,23.6955
61860,31.2052,900.0,900.0,1200.0,13.0,0.323475,23.7136
61920,31.1934,900.0,900.0,1200.0,13.0,0.323403,23.6908
61980,31.1814,900.0,900.0,1200.0,13.0,0.32333,23.688
62040,31.1694,900.0,900.0,1200.0,13.0,0.323256,23.7459
62100,31.1573,900.0,900.0,1200.0,13.0,0.323181,23.6975
62160,31.1452,900.0,900.0,1200.0,13.0,0.323106,23.6939
62220,31.1329,900.0,900.0,1200.0,13.0,0.32303,23.7177
62280,31.1206,900.0,900.0,1200.0,13.0,0.322953,23.6951
62340,31.1082,900.0,900.0,1200.0,13.0,0.322876,23.6987
62400,31.0958,900.0,900.0,1200.0,13.0,0.322798,23.6874
62460,31.0832,900.0,900.0,1200.0,13.0,0.322719,23.652
62520,31.0706,900.0,900.0,1200.0,13.0,0.322639,23.6871
62580,31.0579,900.0,900.0,1200.0,13.0,0.322559,23.6532
62640,31.0451,900.0,900.0,1200.0,13.0,0.322478,23.6929
62700,31.0322,900.0,900.0,1200.0,13.0,0.322396,23.6505
62760,31.0193,900.0,900.0,1200.0,13.0,0.322313,23.7127
62820,31.0063,900.0,900.0,1200.0,13.0,0.32223,23.707
62880,30.9932,900.0,900.0,1200.0,13.0,0.322146,23.6923
62940,30.98,900.0,900.0,1200.0,13.0,0.322061,23.6801
63000,30.9668,900.0,900.0,1200.0,13.0,0.321976,23.6949
63060,30.9534,900.0,900.0,1200.0,13.0,0.321889,23.6227
63120,30.9401,900.0,900.0,1200.0,13.0,0.321802,23.6481
63180,30.9266,900.0,900.0,1200.0,13.0,0.321715,23.6758
63240,30.913,900.0,900.0,1200.0,13.0,0.321626,23.6898
63300,30.8994,900.0,900.0,1200.0,13.0,0.321537,23.6763
63360,30.8857,900.0,900.0,1200.0,13.0,0.321448,23.6478
63420,30.872,900.0,900.0,1200.0,13.0,0.321357,23.6812
63480,30.8581,900.0,900.0,1200.0,13.0,0.321266,23.6628
63540,30.8442,900.0,900.0,1200.0,13.0,0.321174,23.6436
63600,30.8302,900.0,900.0,1200.0,13.0,0.321081,23.6848
63660,30.8162,900.0,900.0,1200.0,13.0,0.320988,23.6678
63720,30.802,900.0,900.0,1200.0,13.0,0.320894,23.7092
63780,30.7878,900.0,900.0,1200.0,13.0,0.320799,23.6925
63840,30.7735,900.0,900.0,1200.0,13.0,0.320704,23.6938
63900,30.7592,900.0,900.0,1200.0,13.0,0.320608,23.6806
63960,30.7448,900.0,900.0,1200.0,13.0,0.320511,23.6448
64020,30.7303,900.0,900.0,1200.0,13.0,0.320413,23.6412
64080,30.7157,900.0,900.0,1200.0,13.0,0.320315,23.6243
64140,30.7011,900.0,900.0,1200.0,13.0,0.320216,23.754
64200,30.6864,900.0,900.0,1200.0,13.0,0.320117,23.6344
64260,30.6716,900.0,900.0,1200.0,13.0,0.320016,23.6597
64320,30.6568,900.0,900.0,1200.0,13.0,0.319915,23.6543
64380,30.6419,900.0,900.0,1200.0,13.0,0.319814,23.6558
64440,30.6269,900.0,900.0,1200.0,13.0,0.319711,23.6459
64500,30.6118,900.0,900.0,1200.0,13.0,0.319608,23.6065
64560,30.5967,900.0,900.0,1200.0,13.0,0.319505,23.6317
64620,30.5815,900.0,900.0,1200.0,13.0,0.3194,23.6191
64680,30.5663,900.0,900.0,1200.0,13.0,0.319295,23.6561
64740,30.5509,900.0,900.0,1200.0,13.0,0.319189,23.6385
64800,30.5355,150.0,150.0,200.0,16.0,0.319083,23.6214
64860,30.5201,150.0,150.0,200.0,16.0,0.31704,23.6318
64920,30.5045,150.0,150.0,200.0,16.0,0.315034,23.5914
64980,30.489,150.0,150.0,200.0,16.0,0.313064,23.6207
65040,30.4733,150.0,150.0,200.0,16.0,0.311129,23.5653
65100,30.4576,150.0,150.0,200.0,16.0,0.309229,23.5681
65160,30.4418,150.0,150.0,200.0,16.0,0.307362,23.5063
65220,30.4259,150.0,150.0,200.0,16.0,0.305528,23.5508
65280,30.41,150.0,150.0,200.0,16.0,0.303726,23.5041
65340,30.394,150.0,150.0,200.0,16.0,0.301956,23.5141
65400,30.378,150.0,150.0,200.0,16.0,0.300216,23.4975
65460,30.3618,150.0,150.0,200.0,16.0,0.298506,23.4683
65520,30.3457,150.0,150.0,200.0,16.0,0.296826,23.4663
65580,30.3294,150.0,150.0,200.0,16.0,0.295174,23.4347
65640,30.3131,150.0,150.0,200.0,16.0,0.29355,23.4733
65700,30.2967,150.0,150.0,200.0,16.0,0.291953,23.4479
65760,30.2803,150.0,150.0,200.0,16.0,0.290383,23.4215
65820,30.2638,150.0,150.0,200.0,16.0,0.28884,23.3589
65880,30.2472,150.0,150.0,200.0,16.0,0.287322,23.3489
65940,30.2306,150.0,150.0,200.0,16.0,0.285829,23.3498
66000,30.2139,150.0,150.0,200.0,16.0,0.28436,23.3503
66060,30.1972,150.0,150.0,200.0,16.0,0.282915,23.3592
66120,30.1804,150.0,150.0,200.0,16.0,0.281494,23.3072
66180,30.1635,150.0,150.0,200.0,16.0,0.280096,23.358
66240,30.1466,150.0,150.0,200.0,16.0,0.27872,23.3115
66300,30.1296,150.0,150.0,200.0,16.0,0.277366,23.2399
66360,30.1126,150.0,150.0,200.0,16.0,0.276033,23.2751
66420,30.0955,150.0,150.0,200.0,16.0,0.274722,23.201
66480,30.0783,150.0,150.0,200.0,16.0,0.273431,23.2454
66540,30.0611,150.0,150.0,200.0,16.0,0.27216,23.2411
66600,30.0438,150.0,150.0,200.0,16.0,0.270909,23.229
66660,30.0265,150.0,150.0,200.0,16.0,0.269677,23.2274
66720,30.0091,150.0,150.0,200.0,16.0,0.268463,23.2154
66780,29.9916,150.0,150.0,200.0,16.0,0.267269,23.1996
66840,29.9741,150.0,150.0,200.0,16.0,0.266092,23.2528
66900,29.9565,150.0,150.0,200.0,16.0,0.264933,23.2347
66960,29.9389,150.0,150.0,200.0,16.0,0.263791,23.1546
67020,29.9212,150.0,150.0,200.0,16.0,0.262666,23.2173
67080,29.9035,150.0,150.0,200.0,16.0,0.261558,23.1219
67140,29.8857,150.0,150.0,200.0,16.0,0.260466,23.1371
67200,29.8679,150.0,150.0,200.0,16.0,0.259389,23.1985
67260,29.85,150.0,150.0,200.0,16.0,0.258329,23.0768
67320,29.832,150.0,150.0,200.0,16.0,0.257283,23.1527
67380,29.814,150.0,150.0,200.0,16.0,0.256253,23.0894
67440,29.796,150.0,150.0,200.0,16.0,0.255237,23.1143
67500,29.7779,150.0,150.0,200.0,16.0,0.254235,23.105
67560,29.7597,150.0,150.0,200.0,16.0,0.253247,23.1532
67620,29.7415,150.0,150.0,200.0,16.0,0.252273,23.07
67680,29.7232,150.0,150.0,200.0,16.0,0.251313,23.0843
67740,29.7049,150.0,150.0,200.0,16.0,0.250365,23.0974
67800,29.6865,150.0,150.0,200.0,16.0,0.249431,23.0634
67860,29.6681,150.0,150.0,200.0,16.0,0.248509,23.0387
67920,29.6496,150.0,150.0,200.0,16.0,0.247599,23.0541
67980,29.6311,150.0,150.0,200.0,16.0,0.246701,23.0513
68040,29.6125,150.0,150.0,200.0,16.0,0.245816,23.0677
68100,29.5939,150.0,150.0,200.0,16.0,0.244942,23.0057
68160,29.5752,150.0,150.0,200.0,16.0,0.244079,23.0134
68220,29.5565,150.0,150.0,200.0,16.0,0.243227,23.0296
68280,29.5377,150.0,150.0,200.0,16.0,0.242387,23.008
68340,29.5189,150.0,150.0,200.0,16.0,0.241556,23.0006
68400,29.5,150.0,150.0,200.0,16.0,0.240737,22.9989
68460,29.4811,150.0,150.0,200.0,16.0,0.239928,22.9719
68520,29.4621,150.0,150.0,200.0,16.0,0.239128,22.9622
68580,29.4431,150.0,150.0,200.0,16.0,0.238339,22.9929
68640,29.424,150.0,150.0,200.0,16.0,0.237559,22.9404
68700,29.4049,150.0,150.0,200.0,16.0,0.236789,23.0019
68760,29.3858,150.0,150.0,200.0,16.0,0.236028,22.9671
68820,29.3666,150.0,150.0,200.0,16.0,0.235276,22.9161
68880,29.3474,150.0,150.0,200.0,16.0,0.234532,22.9568
68940,29.3281,150.0,150.0,200.0,16.0,0.233798,22.9473
69000,29.3087,150.0,150.0,200.0,16.0,0.233072,22.9592
69060,29.2894,150.0,150.0,200.0,16.0,0.232354,22.9651
69120,29.27,150.0,150.0,200.0,16.0,0.231645,22.9135
69180,29.2505,150.0,150.0,200.0,16.0,0.230943,22.8975
69240,29.231,150.0,150.0,200.0,16.0,0.23025,22.8949
69300,29.2114,150.0,150.0,200.0,16.0,0.229564,22.8779
69360,29.1919,150.0,150.0,200.0,16.0,0.228886,22.8794
69420,29.1722,150.0,150.0,200.0,16.0,0.228215,22.9048
69480,29.1526,150.0,150.0,200.0,16.0,0.227551,22.8912
69540,29.1328,150.0,150.0,200.0,16.0,0.226895,22.8706
69600,29.1131,150.0,150.0,200.0,16.0,0.226245,22.8579
69660,29.0933,150.0,150.0,200.0,16.0,0.225602,22.8852
69720,29.0735,150.0,150.0,200.0,16.0,0.224966,22.8544
69780,29.0536,150.0,150.0,200.0,16.0,0.224336,22.8331
69840,29.0337,150.0,150.0,200.0,16.0,0.223713,22.8546
69900,29.0137,150.0,150.0,200.0,16.0,0.223096,22.8461
69960,28.9937,150.0,150.0,200.0,16.0,0.222486,22.8169
70020,28.9737,150.0,150.0,200.0,16.0,0.221881,22.8688
70080,28.9537,150.0,150.0,200.0,16.0,0.221282,22.8645
70140,28.9336,150.0,150.0,200.0,16.0,0.220689,22.8354
70200,28.9134,150.0,150.0,200.0,16.0,0.220102,22.8333
70260,28.8932,150.0,150.0,200.0,16.0,0.21952,22.8404
70320,28.873,150.0,150.0,200.0,16.0,0.218944,22.8188
70380,28.8528,150.0,150.0,200.0,16.0,0.218373,22.8418
70440,28.8325,150.0,150.0,200.0,16.0,0.217807,22.8601
70500,28.8122,150.0,150.0,200.0,16.0,0.217246,22.8082
70560,28.7918,150.0,150.0,200.0,16.0,0.216691,22.8144
70620,28.7715,150.0,150.0,200.0,16.0,0.21614,22.8228
70680,28.751,150.0,150.0,200.0,16.0,0.215594,22.782
70740,28.7306,150.0,150.0,200.0,16.0,0.215053,22.7538
70800,28.7101,150.0,150.0,200.0,16.0,0.214517,22.8104
70860,28.6896,150.0,150.0,200.0,16.0,0.213985,22.7317
70920,28.669,150.0,150.0,200.0,16.0,0.213457,22.8281
70980,28.6485,150.0,150.0,200.0,16.0,0.212934,22.7962
71040,28.6278,150.0,150.0,200.0,16.0,0.212415,22.7715
71100,28.6072,150.0,150.0,200.0,16.0,0.211901,22.7631
71160,28.5865,150.0,150.0,200.0,16.0,0.21139,22.8099
71220,28.5658,150.0,150.0,200.0,16.0,0.210884,22.7248
71280,28.5451,150.0,150.0,200.0,16.0,0.210381,22.7142
71340,28.5243,150.0,150.0,200.0,16.0,0.209882,22.727
71400,28.5035,150.0,150.0,200.0,16.0,0.209387,22.7329
71460,28.4827,150.0,150.0,200.0,16.0,0.208896,22.7065
71520,28.4619,150.0,150.0,200.0,16.0,0.208409,22.7373
71580,28.441,150.0,150.0,200.0,16.0,0.207925,22.7328
71640,28.4201,150.0,150.0,200.0,16.0,0.207444,22.7003
71700,28.3991,150.0,150.0,200.0,16.0,0.206967,22.7689
71760,28.3782,150.0,150.0,200.0,16.0,0.206493,22.6751
71820,28.3572,150.0,150.0,200.0,16.0,0.206023,22.6747
71880,28.3362,150.0,150.0,200.0,16.0,0.205555,22.7204
71940,28.3152,150.0,150.0,200.0,16.0,0.205091,22.699
72000,28.2941,150.0,150.0,200.0,16.0,0.20463,22.714
72060,28.273,150.0,150.0,200.0,16.0,0.204172,22.6791
72120,28.2519,150.0,150.0,200.0,16.0,0.203717,22.6629
72180,28.2308,150.0,150.0,200.0,16.0,0.203265,22.6708
72240,28.2096,150.0,150.0,200.0,16.0,0.202816,22.6659
72300,28.1884,150.0,150.0,200.0,16.0,0.202369,22.6985
72360,28.1672,150.0,150.0,200.0,16.0,0.201925,22.6646
72420,28.146,150.0,150.0,200.0,16.0,0.201484,22.6982
72480,28.1248,150.0,150.0,200.0,16.0,0.201046,22.6894
72540,28.1035,150.0,150.0,200.0,16.0,0.20061,22.6994
72600,28.0822,150.0,150.0,200.0,16.0,0.200176,22.6916
72660,28.0609,150.0,150.0,200.0,16.0,0.199746,22.6845
72720,28.0396,150.0,150.0,200.0,16.0,0.199317,22.6805
72780,28.0182,150.0,150.0,200.0,16.0,0.198891,22.6384
72840,27.9968,150.0,150.0,200.0,16.0,0.198467,22.6425
72900,27.9755,150.0,150.0,200.0,16.0,0.198045,22.592
72960,27.954,150.0,150.0,200.0,16.0,0.197626,22.6522
73020,27.9326,150.0,150.0,200.0,16.0,0.197209,22.6197
73080,27.9112,150.0,150.0,200.0,16.0,0.196794,22.6486
73140,27.8897,150.0,150.0,200.0,16.0,0.196381,22.6489
73200,27.8682,150.0,150.0,200.0,16.0,0.19597,22.5891
73260,27.8467,150.0,150.0,200.0,16.0,0.195561,22.5959
73320,27.8252,150.0,150.0,200.0,16.0,0.195154,22.6124
73380,27.8037,150.0,150.0,200.0,16.0,0.194749,22.604
73440,27.7822,150.0,150.0,200.0,16.0,0.194346,22.6212
73500,27.7606,150.0,150.0,200.0,16.0,0.193945,22.5782
73560,27.739,150.0,150.0,200.0,16.0,0.193545,22.611
73620,27.7175,150.0,150.0,200.0,16.0,0.193148,22.5556
73680,27.6959,150.0,150.0,200.0,16.0,0.192752,22.5383
73740,27.6743,150.0,150.0,200.0,16.0,0.192358,22.6212
73800,27.6526,150.0,150.0,200.0,16.0,0.191965,22.5573
