timestamp,supply_air_temp_setpoint_c,outdoor_air_temp_c,return_air_temp_c,fan_command_pct,most_open_vav_damper_pct,minimum_outdoor_air_damper_pct,supply_air_temp_c
53640,13.0,31.998,24.999,80.0,88.970,15.0,12.793
53700,13.0,31.999,25.000,80.0,89.001,15.0,12.803
53760,13.0,31.999,25.000,80.0,89.032,15.0,12.814
53820,13.0,32.000,25.000,80.0,89.061,15.0,12.825
53880,13.0,32.000,25.000,80.0,89.091,15.0,12.836
53940,13.0,32.000,25.000,80.0,89.120,15.0,12.847
54000,13.0,32.000,25.000,80.0,89.148,15.0,12.859
54060,13.0,32.000,25.000,80.0,89.176,15.0,12.870
54120,13.0,32.000,25.000,80.0,89.204,15.0,12.881
54180,13.0,32.000,25.000,80.0,89.231,15.0,12.892
54240,13.0,31.999,25.000,80.0,89.257,15.0,12.903
54300,13.0,31.999,25.000,80.0,89.284,15.0,12.914
54360,13.0,31.998,24.999,80.0,89.309,15.0,12.925
54420,13.0,31.998,24.999,80.0,89.334,15.0,12.936
54480,13.0,31.997,24.999,80.0,89.359,15.0,12.946
54540,13.0,31.996,24.998,80.0,89.384,15.0,12.957
54600,13.0,31.995,24.998,80.0,89.407,15.0,12.967
54660,13.0,31.994,24.998,80.0,89.431,15.0,12.978
54720,13.0,31.993,24.997,80.0,89.454,15.0,12.988
54780,13.0,31.992,24.997,80.0,89.476,15.0,12.998
54840,13.0,31.991,24.996,80.0,89.498,15.0,13.008
54900,13.0,31.989,24.996,80.0,89.520,15.0,13.018
54960,13.0,31.988,24.995,80.0,89.541,15.0,13.028
55020,13.0,31.986,24.995,80.0,89.561,15.0,13.037
55080,13.0,31.985,24.994,80.0,89.581,15.0,13.046
55140,13.0,31.983,24.993,80.0,89.601,15.0,13.055
55200,13.0,31.981,24.992,80.0,89.620,15.0,13.064
55260,13.0,31.979,24.992,80.0,89.639,15.0,13.073
55320,13.0,31.977,24.991,80.0,89.657,15.0,13.081
55380,13.0,31.975,24.990,80.0,89.675,15.0,13.089
55440,13.0,31.973,24.989,80.0,89.692,15.0,13.097
55500,13.0,31.970,24.988,80.0,89.709,15.0,13.105
55560,13.0,31.968,24.987,80.0,89.725,15.0,13.112
55620,13.0,31.965,24.986,80.0,89.741,15.0,13.119
55680,13.0,31.963,24.985,80.0,89.757,15.0,13.126
55740,13.0,31.960,24.984,80.0,89.772,15.0,13.132
55800,13.0,31.957,24.983,80.0,89.786,15.0,13.138
55860,13.0,31.954,24.982,80.0,89.800,15.0,13.144
55920,13.0,31.951,24.981,80.0,89.814,15.0,13.149
55980,13.0,31.948,24.979,80.0,89.827,15.0,13.154
56040,13.0,31.945,24.978,80.0,89.839,15.0,13.159
56100,13.0,31.942,24.977,80.0,89.851,15.0,13.164
56160,13.0,31.938,24.975,80.0,89.863,15.0,13.168
56220,13.0,31.935,24.974,80.0,89.874,15.0,13.172
56280,13.0,31.931,24.973,80.0,89.885,15.0,13.175
56340,13.0,31.928,24.971,80.0,89.895,15.0,13.178
56400,13.0,31.924,24.970,80.0,89.905,15.0,13.181
56460,13.0,31.920,24.968,80.0,89.914,15.0,13.183
56520,13.0,31.916,24.967,80.0,89.923,15.0,13.185
56580,13.0,31.912,24.965,80.0,89.931,15.0,13.187
56640,13.0,31.908,24.963,80.0,89.939,15.0,13.188
56700,13.0,31.904,24.962,80.0,89.946,15.0,13.189
56760,13.0,31.900,24.960,80.0,89.953,15.0,13.189
56820,13.0,31.895,24.958,80.0,89.960,15.0,13.190
56880,13.0,31.891,24.956,80.0,89.966,15.0,13.189
56940,13.0,31.886,24.954,80.0,89.971,15.0,13.189
57000,13.0,31.881,24.953,80.0,89.976,15.0,13.188
57060,13.0,31.877,24.951,80.0,89.981,15.0,13.187
57120,13.0,31.872,24.949,80.0,89.985,15.0,13.185
57180,13.0,31.867,24.947,80.0,89.988,15.0,13.183
57240,13.0,31.862,24.945,80.0,89.991,15.0,13.181
57300,13.0,31.857,24.943,80.0,89.994,15.0,13.178
57360,13.0,31.851,24.941,80.0,89.996,15.0,13.175
57420,13.0,31.846,24.938,80.0,89.998,15.0,13.172
57480,13.0,31.841,24.936,80.0,89.999,15.0,13.168
57540,13.0,31.835,24.934,80.0,90.000,15.0,13.164
57600,13.0,31.830,24.932,80.0,90.000,15.0,13.160
57660,13.0,31.824,24.930,80.0,90.000,15.0,13.155
57720,13.0,31.818,24.927,80.0,89.999,15.0,13.150
57780,13.0,31.812,24.925,80.0,89.998,15.0,13.145
57840,13.0,31.806,24.923,80.0,89.996,15.0,13.139
57900,13.0,31.800,24.920,80.0,89.994,15.0,13.134
57960,13.0,31.794,24.918,80.0,89.991,15.0,13.128
58020,13.0,31.788,24.915,80.0,89.988,15.0,13.121
58080,13.0,31.782,24.913,80.0,89.985,15.0,13.115
58140,13.0,31.775,24.910,80.0,89.981,15.0,13.108
58200,13.0,31.769,24.907,80.0,89.976,15.0,13.100
58260,13.0,31.762,24.905,80.0,89.971,15.0,13.093
58320,13.0,31.755,24.902,80.0,89.966,15.0,13.086
58380,13.0,31.748,24.899,80.0,89.960,15.0,13.078
58440,13.0,31.742,24.897,80.0,89.953,15.0,13.070
58500,13.0,31.735,24.894,80.0,89.946,15.0,13.062
58560,13.0,31.728,24.891,80.0,89.939,15.0,13.053
58620,13.0,31.720,24.888,80.0,89.931,15.0,13.045
58680,13.0,31.713,24.885,80.0,89.923,15.0,13.036
58740,13.0,31.706,24.882,80.0,89.914,15.0,13.027
58800,13.0,31.698,24.879,80.0,89.905,15.0,13.018
58860,13.0,31.691,24.876,80.0,89.895,15.0,13.009
58920,13.0,31.683,24.873,80.0,89.885,15.0,13.000
58980,13.0,31.676,24.870,80.0,89.874,15.0,12.990
59040,13.0,31.668,24.867,80.0,89.863,15.0,12.981
59100,13.0,31.660,24.864,80.0,89.851,15.0,12.972
59160,13.0,31.652,24.861,80.0,89.839,15.0,12.962
59220,13.0,31.644,24.858,80.0,89.827,15.0,12.952
59280,13.0,31.636,24.854,80.0,89.814,15.0,12.943
59340,13.0,31.628,24.851,80.0,89.800,15.0,12.933
59400,13.0,31.619,24.848,80.0,89.786,15.0,12.923
59460,13.0,31.611,24.844,80.0,89.772,15.0,12.914
59520,13.0,31.603,24.841,80.0,89.757,15.0,12.904
59580,13.0,31.594,24.838,80.0,89.741,15.0,12.895
59640,13.0,31.585,24.834,80.0,89.725,15.0,12.885
59700,13.0,31.577,24.831,80.0,89.709,15.0,12.875
59760,13.0,31.568,24.827,80.0,89.692,15.0,12.866
59820,13.0,31.559,24.824,80.0,89.675,15.0,12.857
59880,13.0,31.550,24.820,80.0,89.657,15.0,12.847
59940,13.0,31.541,24.816,80.0,89.639,15.0,12.838
60000,13.0,31.532,24.813,80.0,89.620,15.0,12.829
60060,13.0,31.522,24.809,80.0,89.601,15.0,12.820
60120,13.0,31.513,24.805,80.0,89.581,15.0,12.811
60180,13.0,31.503,24.801,80.0,89.561,15.0,12.803
60240,13.0,31.494,24.798,80.0,89.541,15.0,12.794
60300,13.0,31.484,24.794,80.0,89.520,15.0,12.786
60360,13.0,31.475,24.790,80.0,89.498,15.0,12.778
60420,13.0,31.465,24.786,80.0,89.476,15.0,12.770
60480,13.0,31.455,24.782,80.0,89.454,15.0,12.762
60540,13.0,31.445,24.778,80.0,89.431,15.0,12.754
60600,13.0,31.435,24.774,80.0,89.407,15.0,12.747
60660,13.0,31.425,24.770,80.0,89.384,15.0,12.740
60720,13.0,31.415,24.766,80.0,89.359,15.0,12.733
60780,13.0,31.404,24.762,80.0,89.334,15.0,12.727
60840,13.0,31.394,24.758,80.0,89.309,15.0,12.720
60900,13.0,31.384,24.753,80.0,89.284,15.0,12.714
60960,13.0,31.373,24.749,80.0,89.257,15.0,12.708
61020,13.0,31.362,24.745,80.0,89.231,15.0,12.703
61080,13.0,31.352,24.741,80.0,89.204,15.0,12.698
61140,13.0,31.341,24.736,80.0,89.176,15.0,12.693
61200,13.0,31.330,24.732,80.0,89.148,15.0,12.688
61260,13.0,31.319,24.728,80.0,89.120,15.0,12.684
61320,13.0,31.308,24.723,80.0,89.091,15.0,12.680
61380,13.0,31.297,24.719,80.0,89.061,15.0,12.677
61440,13.0,31.286,24.714,80.0,89.032,15.0,12.673
61500,13.0,31.275,24.710,80.0,89.001,15.0,12.671
61560,13.0,31.263,24.705,80.0,88.970,15.0,12.668
61620,13.0,31.252,24.701,80.0,88.939,15.0,12.666
61680,13.0,31.240,24.696,80.0,88.908,15.0,12.664
61740,13.0,31.229,24.691,80.0,88.875,15.0,12.662
61800,13.0,31.217,24.687,80.0,88.843,15.0,12.661
61860,13.0,31.205,24.682,80.0,88.810,15.0,12.660
61920,13.0,31.193,24.677,80.0,88.776,15.0,12.660
61980,13.0,31.181,24.673,80.0,88.742,15.0,12.660
62040,13.0,31.169,24.668,80.0,88.708,15.0,12.660
62100,13.0,31.157,24.663,80.0,88.673,15.0,12.661
62160,13.0,31.145,24.658,80.0,88.638,15.0,12.662
62220,13.0,31.133,24.653,80.0,88.602,15.0,12.663
62280,13.0,31.121,24.648,80.0,88.566,15.0,12.665
62340,13.0,31.108,24.643,80.0,88.529,15.0,12.667
62400,13.0,31.096,24.638,80.0,88.492,15.0,12.670
62460,13.0,31.083,24.633,80.0,88.455,15.0,12.673
62520,13.0,31.071,24.628,80.0,88.417,15.0,12.676
62580,13.0,31.058,24.623,80.0,88.378,15.0,12.679
62640,13.0,31.045,24.618,80.0,88.340,15.0,12.683
62700,13.0,31.032,24.613,80.0,88.300,15.0,12.688
62760,13.0,31.019,24.608,80.0,88.260,15.0,12.692
62820,13.0,31.006,24.603,80.0,88.220,15.0,12.697
62880,13.0,30.993,24.597,80.0,88.180,15.0,12.703
62940,13.0,30.980,24.592,80.0,88.139,15.0,12.708
63000,13.0,30.967,24.587,80.0,88.097,15.0,12.714
63060,13.0,30.953,24.581,80.0,88.055,15.0,12.720
63120,13.0,30.940,24.576,80.0,88.013,15.0,12.727
63180,13.0,30.927,24.571,80.0,87.970,15.0,12.734
63240,13.0,30.913,24.565,80.0,87.927,15.0,12.741
63300,13.0,30.899,24.560,80.0,87.883,15.0,12.748
63360,13.0,30.886,24.554,80.0,87.839,15.0,12.756
63420,13.0,30.872,24.549,80.0,87.794,15.0,12.764
63480,13.0,30.858,24.543,80.0,87.749,15.0,12.772
63540,13.0,30.844,24.538,80.0,87.704,15.0,12.781
63600,13.0,30.830,24.532,80.0,87.658,15.0,12.790
63660,13.0,30.816,24.526,80.0,87.611,15.0,12.799
63720,13.0,30.802,24.521,80.0,87.565,15.0,12.808
63780,13.0,30.788,24.515,80.0,87.517,15.0,12.817
63840,13.0,30.774,24.509,80.0,87.470,15.0,12.827
63900,13.0,30.759,24.504,80.0,87.422,15.0,12.837
63960,13.0,30.745,24.498,80.0,87.373,15.0,12.847
64020,13.0,30.730,24.492,80.0,87.324,15.0,12.857
64080,13.0,30.716,24.486,80.0,87.275,15.0,12.868
64140,13.0,30.701,24.480,80.0,87.225,15.0,12.878
64200,13.0,30.686,24.475,80.0,87.175,15.0,12.889
64260,13.0,30.672,24.469,80.0,87.125,15.0,12.899
64320,13.0,30.657,24.463,80.0,87.074,15.0,12.910
64380,13.0,30.642,24.457,80.0,87.022,15.0,12.921
64440,13.0,30.627,24.451,80.0,86.970,15.0,12.932
64500,13.0,30.612,24.445,80.0,86.918,15.0,12.944
64560,13.0,30.597,24.439,80.0,86.865,15.0,12.955
64620,13.0,30.582,24.433,80.0,86.812,15.0,12.966
64680,13.0,30.566,24.427,80.0,86.759,15.0,12.977
64740,13.0,30.551,24.420,80.0,86.705,15.0,12.989
64800,16.0,30.536,24.414,40.0,86.651,15.0,16.000
64860,16.0,30.520,24.408,40.0,86.596,15.0,16.011
64920,16.0,30.505,24.402,40.0,86.541,15.0,16.023
64980,16.0,30.489,24.396,40.0,86.485,15.0,16.034
65040,16.0,30.473,24.389,40.0,86.429,15.0,16.045
65100,16.0,30.458,24.383,40.0,86.373,15.0,16.056
65160,16.0,30.442,24.377,40.0,86.316,15.0,16.068
65220,16.0,30.426,24.370,40.0,86.259,15.0,16.079
65280,16.0,30.410,24.364,40.0,86.201,15.0,16.090
65340,16.0,30.394,24.358,40.0,86.143,15.0,16.101
65400,16.0,30.378,24.351,40.0,86.085,15.0,16.111
65460,16.0,30.362,24.345,40.0,86.026,15.0,16.122
65520,16.0,30.346,24.338,40.0,85.967,15.0,16.132
65580,16.0,30.329,24.332,40.0,85.907,15.0,16.143
65640,16.0,30.313,24.325,40.0,85.847,15.0,16.153
65700,16.0,30.297,24.319,40.0,85.787,15.0,16.163
65760,16.0,30.280,24.312,40.0,85.726,15.0,16.173
65820,16.0,30.264,24.306,40.0,85.665,15.0,16.183
65880,16.0,30.247,24.299,40.0,85.603,15.0,16.192
65940,16.0,30.231,24.292,40.0,85.541,15.0,16.201
66000,16.0,30.214,24.286,40.0,85.479,15.0,16.210
66060,16.0,30.197,24.279,40.0,85.416,15.0,16.219
66120,16.0,30.180,24.272,40.0,85.353,15.0,16.228
66180,16.0,30.164,24.265,40.0,85.289,15.0,16.236
66240,16.0,30.147,24.259,40.0,85.225,15.0,16.244
66300,16.0,30.130,24.252,40.0,85.161,15.0,16.252
66360,16.0,30.113,24.245,40.0,85.096,15.0,16.259
66420,16.0,30.095,24.238,40.0,85.031,15.0,16.266
66480,16.0,30.078,24.231,40.0,84.966,15.0,16.273
66540,16.0,30.061,24.224,40.0,84.900,15.0,16.280
66600,16.0,30.044,24.218,40.0,84.834,15.0,16.286
66660,16.0,30.026,24.211,40.0,84.767,15.0,16.292
66720,16.0,30.009,24.204,40.0,84.700,15.0,16.297
66780,16.0,29.992,24.197,40.0,84.633,15.0,16.303
66840,16.0,29.974,24.190,40.0,84.565,15.0,16.308
66900,16.0,29.957,24.183,40.0,84.497,15.0,16.312
66960,16.0,29.939,24.176,40.0,84.429,15.0,16.317
67020,16.0,29.921,24.168,40.0,84.360,15.0,16.321
67080,16.0,29.904,24.161,40.0,84.291,15.0,16.324
67140,16.0,29.886,24.154,40.0,84.221,15.0,16.327
67200,16.0,29.868,24.147,40.0,84.151,15.0,16.330
67260,16.0,29.850,24.140,40.0,84.081,15.0,16.333
67320,16.0,29.832,24.133,40.0,84.010,15.0,16.335
67380,16.0,29.814,24.126,40.0,83.939,15.0,16.337
67440,16.0,29.796,24.118,40.0,83.868,15.0,16.338
67500,16.0,29.778,24.111,40.0,83.796,15.0,16.339
67560,16.0,29.760,24.104,40.0,83.724,15.0,16.340
67620,16.0,29.741,24.097,40.0,83.651,15.0,16.340
67680,16.0,29.723,24.089,40.0,83.579,15.0,16.340
67740,16.0,29.705,24.082,40.0,83.505,15.0,16.340
67800,16.0,29.686,24.075,40.0,83.432,15.0,16.339
67860,16.0,29.668,24.067,40.0,83.358,15.0,16.338
67920,16.0,29.650,24.060,40.0,83.284,15.0,16.336
67980,16.0,29.631,24.052,40.0,83.209,15.0,16.334
68040,16.0,29.612,24.045,40.0,83.134,15.0,16.332
68100,16.0,29.594,24.038,40.0,83.059,15.0,16.329
68160,16.0,29.575,24.030,40.0,82.983,15.0,16.327
68220,16.0,29.556,24.023,40.0,82.908,15.0,16.323
68280,16.0,29.538,24.015,40.0,82.831,15.0,16.320
68340,16.0,29.519,24.008,40.0,82.755,15.0,16.316
68400,16.0,29.500,24.000,40.0,82.678,15.0,16.312
68460,16.0,29.481,23.992,40.0,82.600,15.0,16.307
68520,16.0,29.462,23.985,40.0,82.523,15.0,16.302
68580,16.0,29.443,23.977,40.0,82.445,15.0,16.297
68640,16.0,29.424,23.970,40.0,82.366,15.0,16.292
68700,16.0,29.405,23.962,40.0,82.288,15.0,16.286
68760,16.0,29.386,23.954,40.0,82.209,15.0,16.280
68820,16.0,29.367,23.947,40.0,82.130,15.0,16.273
68880,16.0,29.347,23.939,40.0,82.050,15.0,16.267
68940,16.0,29.328,23.931,40.0,81.970,15.0,16.260
69000,16.0,29.309,23.923,40.0,81.890,15.0,16.253
69060,16.0,29.289,23.916,40.0,81.809,15.0,16.246
69120,16.0,29.270,23.908,40.0,81.728,15.0,16.238
69180,16.0,29.250,23.900,40.0,81.647,15.0,16.230
69240,16.0,29.231,23.892,40.0,81.566,15.0,16.222
69300,16.0,29.211,23.885,40.0,81.484,15.0,16.214
69360,16.0,29.192,23.877,40.0,81.401,15.0,16.206
69420,16.0,29.172,23.869,40.0,81.319,15.0,16.197
69480,16.0,29.153,23.861,40.0,81.236,15.0,16.189
69540,16.0,29.133,23.853,40.0,81.153,15.0,16.180
69600,16.0,29.113,23.845,40.0,81.070,15.0,16.171
69660,16.0,29.093,23.837,40.0,80.986,15.0,16.162
69720,16.0,29.073,23.829,40.0,80.902,15.0,16.153
69780,16.0,29.054,23.821,40.0,80.818,15.0,16.143
69840,16.0,29.034,23.813,40.0,80.733,15.0,16.134
69900,16.0,29.014,23.805,40.0,80.648,15.0,16.125
69960,16.0,28.994,23.797,40.0,80.563,15.0,16.115
70020,16.0,28.974,23.789,40.0,80.477,15.0,16.105
70080,16.0,28.954,23.781,40.0,80.392,15.0,16.096
70140,16.0,28.934,23.773,40.0,80.305,15.0,16.086
70200,16.0,28.913,23.765,40.0,80.219,15.0,16.077
70260,16.0,28.893,23.757,40.0,80.132,15.0,16.067
70320,16.0,28.873,23.749,40.0,80.045,15.0,16.057
70380,16.0,28.853,23.741,40.0,79.958,15.0,16.048
70440,16.0,28.833,23.733,40.0,79.871,15.0,16.038
70500,16.0,28.812,23.725,40.0,79.783,15.0,16.028
70560,16.0,28.792,23.717,40.0,79.695,15.0,16.019
70620,16.0,28.771,23.709,40.0,79.606,15.0,16.010
70680,16.0,28.751,23.700,40.0,79.518,15.0,16.000
70740,16.0,28.731,23.692,40.0,79.429,15.0,15.991
70800,16.0,28.710,23.684,40.0,79.339,15.0,15.982
70860,16.0,28.690,23.676,40.0,79.250,15.0,15.973
70920,16.0,28.669,23.668,40.0,79.160,15.0,15.964
70980,16.0,28.648,23.659,40.0,79.070,15.0,15.955
71040,16.0,28.628,23.651,40.0,78.980,15.0,15.947
71100,16.0,28.607,23.643,40.0,78.889,15.0,15.938
71160,16.0,28.587,23.635,40.0,78.798,15.0,15.930
71220,16.0,28.566,23.626,40.0,78.707,15.0,15.922
71280,16.0,28.545,23.618,40.0,78.616,15.0,15.914
71340,16.0,28.524,23.610,40.0,78.524,15.0,15.907
71400,16.0,28.504,23.601,40.0,78.432,15.0,15.900
71460,16.0,28.483,23.593,40.0,78.340,15.0,15.892
71520,16.0,28.462,23.585,40.0,78.248,15.0,15.885
71580,16.0,28.441,23.576,40.0,78.155,15.0,15.879
71640,16.0,28.420,23.568,40.0,78.062,15.0,15.872
71700,16.0,28.399,23.560,40.0,77.969,15.0,15.866
71760,16.0,28.378,23.551,40.0,77.876,15.0,15.861
71820,16.0,28.357,23.543,40.0,77.782,15.0,15.855
71880,16.0,28.336,23.534,40.0,77.688,15.0,15.850
71940,16.0,28.315,23.526,40.0,77.594,15.0,15.845
72000,16.0,28.294,23.518,40.0,77.500,15.0,15.840
72060,16.0,28.273,23.509,40.0,77.405,15.0,15.836
72120,16.0,28.252,23.501,40.0,77.311,15.0,15.832
72180,16.0,28.231,23.492,40.0,77.216,15.0,15.828
72240,16.0,28.210,23.484,40.0,77.120,15.0,15.825
72300,16.0,28.188,23.475,40.0,77.025,15.0,15.822
72360,16.0,28.167,23.467,40.0,76.929,15.0,15.819
72420,16.0,28.146,23.458,40.0,76.833,15.0,15.817
72480,16.0,28.125,23.450,40.0,76.737,15.0,15.815
72540,16.0,28.103,23.441,40.0,76.640,15.0,15.813
72600,16.0,28.082,23.433,40.0,76.544,15.0,15.812
72660,16.0,28.061,23.424,40.0,76.447,15.0,15.811
72720,16.0,28.040,23.416,40.0,76.350,15.0,15.811
72780,16.0,28.018,23.407,40.0,76.252,15.0,15.810
72840,16.0,27.997,23.399,40.0,76.155,15.0,15.811
72900,16.0,27.975,23.390,40.0,76.057,15.0,15.811
72960,16.0,27.954,23.382,40.0,75.959,15.0,15.812
73020,16.0,27.933,23.373,40.0,75.861,15.0,15.813
73080,16.0,27.911,23.364,40.0,75.763,15.0,15.815
73140,16.0,27.890,23.356,40.0,75.664,15.0,15.817
73200,16.0,27.868,23.347,40.0,75.565,15.0,15.819
73260,16.0,27.847,23.339,40.0,75.466,15.0,15.822
73320,16.0,27.825,23.330,40.0,75.367,15.0,15.825
73380,16.0,27.804,23.321,40.0,75.268,15.0,15.828
73440,16.0,27.782,23.313,40.0,75.168,15.0,15.832
73500,16.0,27.761,23.304,40.0,75.069,15.0,15.836
73560,16.0,27.739,23.296,40.0,74.969,15.0,15.841
73620,16.0,27.717,23.287,40.0,74.869,15.0,15.846
73680,16.0,27.696,23.278,40.0,74.768,15.0,15.851
73740,16.0,27.674,23.270,40.0,74.668,15.0,15.856
73800,16.0,27.653,23.261,40.0,74.567,15.0,15.862
73860,16.0,27.631,23.252,40.0,74.466,15.0,15.868
73920,16.0,27.609,23.244,40.0,74.365,15.0,15.874
73980,16.0,27.588,23.235,40.0,74.264,15.0,15.881
74040,16.0,27.566,23.226,40.0,74.163,15.0,15.888
74100,16.0,27.544,23.218,40.0,74.061,15.0,15.895
74160,16.0,27.523,23.209,40.0,73.959,15.0,15.903
74220,16.0,27.501,23.200,40.0,73.857,15.0,15.911
74280,16.0,27.479,23.192,40.0,73.755,15.0,15.919
74340,16.0,27.458,23.183,40.0,73.653,15.0,15.927
74400,16.0,27.436,23.174,40.0,73.551,15.0,15.936
74460,16.0,27.414,23.166,40.0,73.448,15.0,15.945
74520,16.0,27.392,23.157,40.0,73.345,15.0,15.954
74580,16.0,27.371,23.148,40.0,73.242,15.0,15.963
74640,16.0,27.349,23.140,40.0,73.139,15.0,15.972
74700,16.0,27.327,23.131,40.0,73.036,15.0,15.982
74760,16.0,27.305,23.122,40.0,72.933,15.0,15.992
74820,16.0,27.283,23.113,40.0,72.829,15.0,16.002
74880,16.0,27.262,23.105,40.0,72.725,15.0,16.012
74940,16.0,27.240,23.096,40.0,72.622,15.0,16.022
75000,16.0,27.218,23.087,40.0,72.518,15.0,16.033
75060,16.0,27.196,23.079,40.0,72.414,15.0,16.043
75120,16.0,27.174,23.070,40.0,72.309,15.0,16.054
75180,16.0,27.153,23.061,40.0,72.205,15.0,16.064
75240,16.0,27.131,23.052,40.0,72.100,15.0,16.075
75300,16.0,27.109,23.044,40.0,71.996,15.0,16.086
75360,16.0,27.087,23.035,40.0,71.891,15.0,16.097
75420,16.0,27.065,23.026,40.0,71.786,15.0,16.108
75480,16.0,27.044,23.017,40.0,71.681,15.0,16.119
75540,16.0,27.022,23.009,40.0,71.576,15.0,16.130
75600,16.0,27.000,23.000,40.0,71.470,15.0,16.141
75660,16.0,26.978,22.991,40.0,71.365,15.0,16.153
75720,16.0,26.956,22.983,40.0,71.260,15.0,16.164
75780,16.0,26.935,22.974,40.0,71.154,15.0,16.175
75840,16.0,26.913,22.965,40.0,71.048,15.0,16.186
75900,16.0,26.891,22.956,40.0,70.942,15.0,16.197
75960,16.0,26.869,22.948,40.0,70.836,15.0,16.207
76020,16.0,26.847,22.939,40.0,70.730,15.0,16.218
76080,16.0,26.826,22.930,40.0,70.624,15.0,16.229
76140,16.0,26.804,22.921,40.0,70.517,15.0,16.240
76200,16.0,26.782,22.913,40.0,70.411,15.0,16.250
76260,16.0,26.760,22.904,40.0,70.304,15.0,16.260
76320,16.0,26.738,22.895,40.0,70.198,15.0,16.271
76380,16.0,26.717,22.887,40.0,70.091,15.0,16.281
76440,16.0,26.695,22.878,40.0,69.984,15.0,16.291
76500,16.0,26.673,22.869,40.0,69.877,15.0,16.300
76560,16.0,26.651,22.860,40.0,69.770,15.0,16.310
76620,16.0,26.629,22.852,40.0,69.663,15.0,16.319
76680,16.0,26.608,22.843,40.0,69.556,15.0,16.328
76740,16.0,26.586,22.834,40.0,69.449,15.0,16.337
76800,16.0,26.564,22.826,40.0,69.341,15.0,16.346
76860,16.0,26.542,22.817,40.0,69.234,15.0,16.355
76920,16.0,26.521,22.808,40.0,69.126,15.0,16.363
76980,16.0,26.499,22.800,40.0,69.019,15.0,16.371
77040,16.0,26.477,22.791,40.0,68.911,15.0,16.378
77100,16.0,26.456,22.782,40.0,68.803,15.0,16.386
77160,16.0,26.434,22.774,40.0,68.695,15.0,16.393
77220,16.0,26.412,22.765,40.0,68.587,15.0,16.400
77280,16.0,26.391,22.756,40.0,68.479,15.0,16.406
77340,16.0,26.369,22.748,40.0,68.371,15.0,16.413
77400,16.0,26.347,22.739,40.0,68.263,15.0,16.418
77460,16.0,26.326,22.730,40.0,68.155,15.0,16.424
77520,16.0,26.304,22.722,40.0,68.047,15.0,16.429
77580,16.0,26.283,22.713,40.0,67.938,15.0,16.434
77640,16.0,26.261,22.704,40.0,67.830,15.0,16.439
77700,16.0,26.239,22.696,40.0,67.722,15.0,16.443
77760,16.0,26.218,22.687,40.0,67.613,15.0,16.447
77820,16.0,26.196,22.679,40.0,67.505,15.0,16.451
77880,16.0,26.175,22.670,40.0,67.396,15.0,16.454
77940,16.0,26.153,22.661,40.0,67.288,15.0,16.457
78000,16.0,26.132,22.653,40.0,67.179,15.0,16.459
78060,16.0,26.110,22.644,40.0,67.070,15.0,16.461
78120,16.0,26.089,22.636,40.0,66.961,15.0,16.463
78180,16.0,26.067,22.627,40.0,66.853,15.0,16.465
78240,16.0,26.046,22.618,40.0,66.744,15.0,16.466
78300,16.0,26.025,22.610,40.0,66.635,15.0,16.466
78360,16.0,26.003,22.601,40.0,66.526,15.0,16.467
78420,16.0,25.982,22.593,40.0,66.417,15.0,16.467
78480,16.0,25.960,22.584,40.0,66.308,15.0,16.466
78540,16.0,25.939,22.576,40.0,66.199,15.0,16.465
78600,16.0,25.918,22.567,40.0,66.090,15.0,16.464
78660,16.0,25.897,22.559,40.0,65.981,15.0,16.463
78720,16.0,25.875,22.550,40.0,65.872,15.0,16.461
78780,16.0,25.854,22.542,40.0,65.763,15.0,16.458
78840,16.0,25.833,22.533,40.0,65.654,15.0,16.456
78900,16.0,25.812,22.525,40.0,65.545,15.0,16.453
78960,16.0,25.790,22.516,40.0,65.436,15.0,16.450
79020,16.0,25.769,22.508,40.0,65.327,15.0,16.446
79080,16.0,25.748,22.499,40.0,65.218,15.0,16.442
79140,16.0,25.727,22.491,40.0,65.109,15.0,16.438
79200,16.0,25.706,22.482,40.0,65.000,15.0,16.433
79260,16.0,25.685,22.474,40.0,64.891,15.0,16.428
79320,16.0,25.664,22.466,40.0,64.782,15.0,16.423
79380,16.0,25.643,22.457,40.0,64.673,15.0,16.417
79440,16.0,25.622,22.449,40.0,64.564,15.0,16.411
79500,16.0,25.601,22.440,40.0,64.455,15.0,16.405
79560,16.0,25.580,22.432,40.0,64.346,15.0,16.399
79620,16.0,25.559,22.424,40.0,64.237,15.0,16.392
79680,16.0,25.538,22.415,40.0,64.128,15.0,16.385
79740,16.0,25.517,22.407,40.0,64.019,15.0,16.378
79800,16.0,25.496,22.399,40.0,63.910,15.0,16.370
79860,16.0,25.476,22.390,40.0,63.801,15.0,16.363
79920,16.0,25.455,22.382,40.0,63.692,15.0,16.355
79980,16.0,25.434,22.374,40.0,63.583,15.0,16.346
80040,16.0,25.413,22.365,40.0,63.474,15.0,16.338
80100,16.0,25.393,22.357,40.0,63.365,15.0,16.329
80160,16.0,25.372,22.349,40.0,63.256,15.0,16.321
80220,16.0,25.352,22.341,40.0,63.147,15.0,16.312
80280,16.0,25.331,22.332,40.0,63.039,15.0,16.303
80340,16.0,25.310,22.324,40.0,62.930,15.0,16.293
80400,16.0,25.290,22.316,40.0,62.821,15.0,16.284
80460,16.0,25.269,22.308,40.0,62.712,15.0,16.274
